Edge,Weight,Node_u_label,Node_v_label,Source_id,Target_id
639025992518995640837875136019703437249644650736-703354571316526670705826685636552632944029910339,1568.0,ICMP <= 0.0,Class DoS/DDoS,639025992518995640837875136019703437249644650736,703354571316526670705826685636552632944029910339
97352969154438240085198864070416002873253676928-503370148974855972752773457293497706085178597391,1574.0,Max > 64.0,Number > 13.0,97352969154438240085198864070416002873253676928,503370148974855972752773457293497706085178597391
503370148974855972752773457293497706085178597391-703354571316526670705826685636552632944029910339,7795.0,Number > 13.0,Class DoS/DDoS,503370148974855972752773457293497706085178597391,703354571316526670705826685636552632944029910339
852550629365964024920766762540278066576525600948-1091772061019709319601978724012727821998230414986,1639.0,Tot size <= 198.05,Tot size <= 289.8,852550629365964024920766762540278066576525600948,1091772061019709319601978724012727821998230414986
1091772061019709319601978724012727821998230414986-521549965839577152187537545293086910980978866510,1639.0,Tot size <= 289.8,Max <= 1502.5,1091772061019709319601978724012727821998230414986,521549965839577152187537545293086910980978866510
667636065960217070606624729671006003304038343669-444903398511190255204347034984188376704789605296,1639.0,Time_To_Live <= 193.0,syn_count <= 0.5,667636065960217070606624729671006003304038343669,444903398511190255204347034984188376704789605296
1306196843901709884584010498063340687302478744424-1342657469448605099144946880924325899461158473766,1651.0,Tot sum > 5999.0,Min > 64.0,1306196843901709884584010498063340687302478744424,1342657469448605099144946880924325899461158473766
1306196843901709884584010498063340687302478744424-973560185652923633558202018993356923804493848003,2479.0,Tot sum > 5999.0,ack_flag_number > 0.59,1306196843901709884584010498063340687302478744424,973560185652923633558202018993356923804493848003
1306196843901709884584010498063340687302478744424-1305131285784390864871095629393467166513977487406,5031.0,Tot sum > 5999.0,AVG > 599.41,1306196843901709884584010498063340687302478744424,1305131285784390864871095629393467166513977487406
1306196843901709884584010498063340687302478744424-372642444799816041694164114553795421613254901355,22029.0,Tot sum > 5999.0,AVG <= 599.41,1306196843901709884584010498063340687302478744424,372642444799816041694164114553795421613254901355
1306196843901709884584010498063340687302478744424-1004306843730028786066540523215282685019378287335,23202.0,Tot sum > 5999.0,ack_flag_number <= 0.59,1306196843901709884584010498063340687302478744424,1004306843730028786066540523215282685019378287335
1306196843901709884584010498063340687302478744424-1245406723190135219943199717374607889961516359156,27034.0,Tot sum > 5999.0,Number > 11.0,1306196843901709884584010498063340687302478744424,1245406723190135219943199717374607889961516359156
1342657469448605099144946880924325899461158473766-743400083604207944956401889141438126223736557272,1651.0,Min > 64.0,Rate > 109.13,1342657469448605099144946880924325899461158473766,743400083604207944956401889141438126223736557272
743400083604207944956401889141438126223736557272-1275124814045766080220536199544136293601400070153,1651.0,Rate > 109.13,psh_flag_number <= 0.55,743400083604207944956401889141438126223736557272,1275124814045766080220536199544136293601400070153
1275124814045766080220536199544136293601400070153-829650571075610833687368979855650942004633378987,1651.0,psh_flag_number <= 0.55,rst_count <= 0.5,1275124814045766080220536199544136293601400070153,829650571075610833687368979855650942004633378987
538191563477924688606736272023174950367364502356-674196853837619115087533412010134527129516958514,1651.0,Time_To_Live <= 220.45,IAT > 0.0,538191563477924688606736272023174950367364502356,674196853837619115087533412010134527129516958514
1154519493277843990052013356129047846396442255412-1393034587460734275108259379502894745998649883453,1651.0,SSH <= 0.15,Time_To_Live > 62.65,1154519493277843990052013356129047846396442255412,1393034587460734275108259379502894745998649883453
1393034587460734275108259379502894745998649883453-622666970840200344191566336878595586235437997465,1651.0,Time_To_Live > 62.65,HTTPS > 0.15,1393034587460734275108259379502894745998649883453,622666970840200344191566336878595586235437997465
14677893904445507785574192933477396509830395368-511591514204494996345684360765622442170002798897,1651.0,Header_Length <= 32.4,Max > 2958.0,14677893904445507785574192933477396509830395368,511591514204494996345684360765622442170002798897
14677893904445507785574192933477396509830395368-421810167286508725908152788207505037850485167188,1835.0,Header_Length <= 32.4,Tot sum <= 15205.0,14677893904445507785574192933477396509830395368,421810167286508725908152788207505037850485167188
533300537982710134758957631630164172637141352729-555642575953710064919159085884314165050572529859,1651.0,Variance > 580973.53,Number <= 11.0,533300537982710134758957631630164172637141352729,555642575953710064919159085884314165050572529859
555642575953710064919159085884314165050572529859-1261648531580620706137645758813299989332518146751,1651.0,Number <= 11.0,Header_Length > 26.2,555642575953710064919159085884314165050572529859,1261648531580620706137645758813299989332518146751
1261648531580620706137645758813299989332518146751-313966293707852304271238602452879935845810138389,1651.0,Header_Length > 26.2,Class Benign,1261648531580620706137645758813299989332518146751,313966293707852304271238602452879935845810138389
905408325027538164089697993925715892446347564046-598312813686706157215425232647728526516685883132,1698.0,Rate <= 15745.77,HTTPS > 0.2,905408325027538164089697993925715892446347564046,598312813686706157215425232647728526516685883132
598312813686706157215425232647728526516685883132-71289489250157073843808280449977051905804961170,1698.0,HTTPS > 0.2,psh_flag_number <= 0.25,598312813686706157215425232647728526516685883132,71289489250157073843808280449977051905804961170
649426050610508850936826706344673526547318907744-1437081467055428746021978433282703033443826359871,1698.0,Time_To_Live <= 216.1,fin_count <= 1.5,649426050610508850936826706344673526547318907744,1437081467055428746021978433282703033443826359871
901820364115932856845557992498318406983176010040-387587405642621519745509255499974046560031130251,1698.0,Max > 2931.5,syn_flag_number <= 0.05,901820364115932856845557992498318406983176010040,387587405642621519745509255499974046560031130251
740043199848874537428689106371244464475456534152-560272444880348369899404688872655100551086879065,1698.0,Std > 755.98,UDP <= 0.55,740043199848874537428689106371244464475456534152,560272444880348369899404688872655100551086879065
560272444880348369899404688872655100551086879065-870159635553521972749932994033067496367964670111,5426.0,UDP <= 0.55,Time_To_Live > 63.45,560272444880348369899404688872655100551086879065,870159635553521972749932994033067496367964670111
860440226307720286688657566047220952632368634317-313966293707852304271238602452879935845810138389,1698.0,UDP <= 0.15,Class Benign,860440226307720286688657566047220952632368634317,313966293707852304271238602452879935845810138389
1240109455169276991964195549603100205343920124650-353678676405108312753446367337787706651403358644,1730.0,rst_flag_number <= 0.05,Tot sum > 7960.5,1240109455169276991964195549603100205343920124650,353678676405108312753446367337787706651403358644
1240109455169276991964195549603100205343920124650-525381118122291178613547005998267981831493448012,2295.0,rst_flag_number <= 0.05,HTTPS > 0.35,1240109455169276991964195549603100205343920124650,525381118122291178613547005998267981831493448012
1240109455169276991964195549603100205343920124650-1209939404480133779835797991547514822344758955278,2896.0,rst_flag_number <= 0.05,Header_Length <= 28.2,1240109455169276991964195549603100205343920124650,1209939404480133779835797991547514822344758955278
1240109455169276991964195549603100205343920124650-990359920748717526760110089629081703072830752382,3196.0,rst_flag_number <= 0.05,IAT <= 0.03,1240109455169276991964195549603100205343920124650,990359920748717526760110089629081703072830752382
1240109455169276991964195549603100205343920124650-536612352203444219941520255017816880726320196521,3266.0,rst_flag_number <= 0.05,Rate <= 3729.12,1240109455169276991964195549603100205343920124650,536612352203444219941520255017816880726320196521
353678676405108312753446367337787706651403358644-613148910390529016751623441696139971801492582077,1730.0,Tot sum > 7960.5,psh_flag_number <= 0.45,353678676405108312753446367337787706651403358644,613148910390529016751623441696139971801492582077
257711990708449088883374418234561981791379092145-119344160183475244949093914849963595993797471657,1730.0,Max > 2874.0,HTTPS > 0.25,257711990708449088883374418234561981791379092145,119344160183475244949093914849963595993797471657
119344160183475244949093914849963595993797471657-743075882901197344619292071143398815035102873878,1730.0,HTTPS > 0.25,Time_To_Live > 62.45,119344160183475244949093914849963595993797471657,743075882901197344619292071143398815035102873878
119344160183475244949093914849963595993797471657-450732185867019503557253938593748687470332854114,3378.0,HTTPS > 0.25,fin_flag_number <= 0.05,119344160183475244949093914849963595993797471657,450732185867019503557253938593748687470332854114
743075882901197344619292071143398815035102873878-894271682574492716380138675952294725999112443407,1730.0,Time_To_Live > 62.45,Rate <= 1765.69,743075882901197344619292071143398815035102873878,894271682574492716380138675952294725999112443407
894271682574492716380138675952294725999112443407-248033278716617619972145658768251396818632364186,1730.0,Rate <= 1765.69,Std > 755.85,894271682574492716380138675952294725999112443407,248033278716617619972145658768251396818632364186
248033278716617619972145658768251396818632364186-1065678358868830613118634470078609803156730625463,1730.0,Std > 755.85,Min > 59.0,248033278716617619972145658768251396818632364186,1065678358868830613118634470078609803156730625463
325551195483518595353909212855727284622040285051-368895190526474322630463350262516775731513218980,1730.0,Tot sum <= 35794.0,AVG > 206.35,325551195483518595353909212855727284622040285051,368895190526474322630463350262516775731513218980
368895190526474322630463350262516775731513218980-485286984889666322070978850247914612689823260711,1730.0,AVG > 206.35,AVG > 781.85,368895190526474322630463350262516775731513218980,485286984889666322070978850247914612689823260711
368895190526474322630463350262516775731513218980-960204804290866912202461537498692335600870319897,2365.0,AVG > 206.35,Tot sum > 35794.0,368895190526474322630463350262516775731513218980,960204804290866912202461537498692335600870319897
485286984889666322070978850247914612689823260711-313966293707852304271238602452879935845810138389,1730.0,AVG > 781.85,Class Benign,485286984889666322070978850247914612689823260711,313966293707852304271238602452879935845810138389
1081120431056829239705557225884792952917305544014-408188955411007800742274299601350483998307949934,1741.0,AVG <= 3404.2,Rate > 329.77,1081120431056829239705557225884792952917305544014,408188955411007800742274299601350483998307949934
408188955411007800742274299601350483998307949934-1327591587969702676170349114218927800435590920039,1741.0,Rate > 329.77,Tot sum > 9140.0,408188955411007800742274299601350483998307949934,1327591587969702676170349114218927800435590920039
1327591587969702676170349114218927800435590920039-395553839061760183450769792032050296186856610739,1741.0,Tot sum > 9140.0,HTTP <= 0.25,1327591587969702676170349114218927800435590920039,395553839061760183450769792032050296186856610739
404792258416932853105473822002114249667118477531-387587405642621519745509255499974046560031130251,1741.0,Std > 426.91,syn_flag_number <= 0.05,404792258416932853105473822002114249667118477531,387587405642621519745509255499974046560031130251
1422903831267254838319679233631999844356305844515-1075164529392186212084223707925516428068963221936,1779.0,Max <= 655.5,ack_flag_number > 0.1,1422903831267254838319679233631999844356305844515,1075164529392186212084223707925516428068963221936
1422903831267254838319679233631999844356305844515-624235337273177539161176326505068371443306109387,17342.0,Max <= 655.5,ack_flag_number <= 0.1,1422903831267254838319679233631999844356305844515,624235337273177539161176326505068371443306109387
519246868803490290752420769250736118639714922742-326422692296825843811100508251790776115352659574,1779.0,Tot size > 58.0,ack_count > 10.5,519246868803490290752420769250736118639714922742,326422692296825843811100508251790776115352659574
881628252635621084750814762093090114513283890033-444903398511190255204347034984188376704789605296,1789.0,psh_flag_number <= 0.1,syn_count <= 0.5,881628252635621084750814762093090114513283890033,444903398511190255204347034984188376704789605296
881628252635621084750814762093090114513283890033-1242074094213274666803667927274434019568687379698,22234.0,psh_flag_number <= 0.1,HTTPS <= 0.1,881628252635621084750814762093090114513283890033,1242074094213274666803667927274434019568687379698
881628252635621084750814762093090114513283890033-732492459352802983988368572173578474720121195817,23202.0,psh_flag_number <= 0.1,Tot size <= 958.05,881628252635621084750814762093090114513283890033,732492459352802983988368572173578474720121195817
1320569302170672074896921704835796692620326038749-1289684885355651410163396270336711081686957920053,1789.0,Tot sum > 10816.0,Time_To_Live <= 219.5,1320569302170672074896921704835796692620326038749,1289684885355651410163396270336711081686957920053
1289684885355651410163396270336711081686957920053-829650571075610833687368979855650942004633378987,1789.0,Time_To_Live <= 219.5,rst_count <= 0.5,1289684885355651410163396270336711081686957920053,829650571075610833687368979855650942004633378987
275409520758972370643478582459551709901991264221-1045874808088107332530545743065116310327379466881,1789.0,Rate <= 14492.19,Number <= 55.0,275409520758972370643478582459551709901991264221,1045874808088107332530545743065116310327379466881
671328880370758937403800270241477012788812950970-112036831443961378545640353474359831949825462812,1789.0,ece_flag_number <= 0.05,Tot sum <= 34688.0,671328880370758937403800270241477012788812950970,112036831443961378545640353474359831949825462812
112036831443961378545640353474359831949825462812-953913665845140399695198589392976727662944162410,1789.0,Tot sum <= 34688.0,Max > 1507.0,112036831443961378545640353474359831949825462812,953913665845140399695198589392976727662944162410
422705652263043289873859759118275221583044103512-1065678358868830613118634470078609803156730625463,1789.0,Header_Length > 24.66,Min > 59.0,422705652263043289873859759118275221583044103512,1065678358868830613118634470078609803156730625463
279278748635462491609709169030615220444371953148-1417934636759409488646659014188540628782694085883,1817.0,ack_flag_number > 0.95,ack_flag_number > 0.55,279278748635462491609709169030615220444371953148,1417934636759409488646659014188540628782694085883
837148820430552964350024515657176049236210822581-1437081467055428746021978433282703033443826359871,1817.0,AVG > 216.4,fin_count <= 1.5,837148820430552964350024515657176049236210822581,1437081467055428746021978433282703033443826359871
985521245487824745037099104251507828209310611423-14677893904445507785574192933477396509830395368,1835.0,Rate <= 10256.96,Header_Length <= 32.4,985521245487824745037099104251507828209310611423,14677893904445507785574192933477396509830395368
421810167286508725908152788207505037850485167188-1434014076214317828935633160096098169519529924231,1835.0,Tot sum <= 15205.0,Time_To_Live <= 158.55,421810167286508725908152788207505037850485167188,1434014076214317828935633160096098169519529924231
1434014076214317828935633160096098169519529924231-805220564124955600797736809356531748257259736745,1835.0,Time_To_Live <= 158.55,psh_flag_number <= 0.22,1434014076214317828935633160096098169519529924231,805220564124955600797736809356531748257259736745
805220564124955600797736809356531748257259736745-829650571075610833687368979855650942004633378987,1835.0,psh_flag_number <= 0.22,rst_count <= 0.5,805220564124955600797736809356531748257259736745,829650571075610833687368979855650942004633378987
1272649707028492453534506069803621213969054135506-369881654893140381416228384718218743524158348019,1835.0,Time_To_Live > 63.43,Max > 1512.0,1272649707028492453534506069803621213969054135506,369881654893140381416228384718218743524158348019
369881654893140381416228384718218743524158348019-350163972690850470090105637270036798825466227248,1835.0,Max > 1512.0,Tot size > 63.55,369881654893140381416228384718218743524158348019,350163972690850470090105637270036798825466227248
350163972690850470090105637270036798825466227248-306301110546769032185094571534824386624637298002,1835.0,Tot size > 63.55,ack_flag_number > 0.81,350163972690850470090105637270036798825466227248,306301110546769032185094571534824386624637298002
265164409785125000337025115981884796686465554463-108816870880086561133628790988784737831150212659,1855.0,Tot sum > 5965.5,Std > 124.64,265164409785125000337025115981884796686465554463,108816870880086561133628790988784737831150212659
265164409785125000337025115981884796686465554463-1439385643897364330281901333148065384887505356139,12375.0,Tot sum > 5965.5,Tot size <= 956.8,265164409785125000337025115981884796686465554463,1439385643897364330281901333148065384887505356139
265164409785125000337025115981884796686465554463-1205794517085955892190441569471599920599031313020,18051.0,Tot sum > 5965.5,Std <= 124.64,265164409785125000337025115981884796686465554463,1205794517085955892190441569471599920599031313020
265164409785125000337025115981884796686465554463-1245406723190135219943199717374607889961516359156,21904.0,Tot sum > 5965.5,Number > 11.0,265164409785125000337025115981884796686465554463,1245406723190135219943199717374607889961516359156
108816870880086561133628790988784737831150212659-138261212437244355443558943885623470980555004436,1855.0,Std > 124.64,Header_Length <= 7.18,108816870880086561133628790988784737831150212659,138261212437244355443558943885623470980555004436
138261212437244355443558943885623470980555004436-814746951838240332608886231201515917226116142391,1855.0,Header_Length <= 7.18,AVG > 74.74,138261212437244355443558943885623470980555004436,814746951838240332608886231201515917226116142391
814746951838240332608886231201515917226116142391-703354571316526670705826685636552632944029910339,1855.0,AVG > 74.74,Class DoS/DDoS,814746951838240332608886231201515917226116142391,703354571316526670705826685636552632944029910339
989488082182082875042633887578890713818719295651-1458069876979971502522853390778048609769483190189,2137.0,Std <= 626.26,Std <= 585.28,989488082182082875042633887578890713818719295651,1458069876979971502522853390778048609769483190189
989488082182082875042633887578890713818719295651-1398596639925280509074546129649157066313129858562,2221.0,Std <= 626.26,Std > 585.28,989488082182082875042633887578890713818719295651,1398596639925280509074546129649157066313129858562
1458069876979971502522853390778048609769483190189-703354571316526670705826685636552632944029910339,2137.0,Std <= 585.28,Class DoS/DDoS,1458069876979971502522853390778048609769483190189,703354571316526670705826685636552632944029910339
612649706603416837611305011066426657549645347859-703354571316526670705826685636552632944029910339,2149.0,AVG > 515.7,Class DoS/DDoS,612649706603416837611305011066426657549645347859,703354571316526670705826685636552632944029910339
1398596639925280509074546129649157066313129858562-80548824216953943797182989301716843687711845884,2221.0,Std > 585.28,Number > 18.0,1398596639925280509074546129649157066313129858562,80548824216953943797182989301716843687711845884
80548824216953943797182989301716843687711845884-703354571316526670705826685636552632944029910339,2221.0,Number > 18.0,Class DoS/DDoS,80548824216953943797182989301716843687711845884,703354571316526670705826685636552632944029910339
861787560656561436082810504550992117758191350423-1240109455169276991964195549603100205343920124650,2295.0,Tot size <= 138.05,rst_flag_number <= 0.05,861787560656561436082810504550992117758191350423,1240109455169276991964195549603100205343920124650
1424688532515866046171614830311112795329768338746-1192984920266809387410797841281899793702001594780,2343.0,Protocol Type > 11.5,Min > 77.0,1424688532515866046171614830311112795329768338746,1192984920266809387410797841281899793702001594780
1424688532515866046171614830311112795329768338746-975524105111316058055353624768463829073713361696,2392.0,Protocol Type > 11.5,Min <= 77.0,1424688532515866046171614830311112795329768338746,975524105111316058055353624768463829073713361696
1192984920266809387410797841281899793702001594780-960712946849304431979344770075945334255366423260,2343.0,Min > 77.0,Tot sum > 1337.0,1192984920266809387410797841281899793702001594780,960712946849304431979344770075945334255366423260
960712946849304431979344770075945334255366423260-150513471142592898771949335311264544562595106682,2343.0,Tot sum > 1337.0,Rate > 1388.34,960712946849304431979344770075945334255366423260,150513471142592898771949335311264544562595106682
150513471142592898771949335311264544562595106682-703354571316526670705826685636552632944029910339,2343.0,Rate > 1388.34,Class DoS/DDoS,150513471142592898771949335311264544562595106682,703354571316526670705826685636552632944029910339
1441998074012024563725737147226929701163051738616-1102463209797783125282733392579005370720404020145,2348.0,Number > 55.0,fin_count > 0.5,1441998074012024563725737147226929701163051738616,1102463209797783125282733392579005370720404020145
1441998074012024563725737147226929701163051738616-283764534524763299334854818536642510251537977387,3676.0,Number > 55.0,Std <= 12.13,1441998074012024563725737147226929701163051738616,283764534524763299334854818536642510251537977387
1441998074012024563725737147226929701163051738616-703354571316526670705826685636552632944029910339,12298.0,Number > 55.0,Class DoS/DDoS,1441998074012024563725737147226929701163051738616,703354571316526670705826685636552632944029910339
1441998074012024563725737147226929701163051738616-371591821625166726613853158278384607871803201524,13606.0,Number > 55.0,fin_count <= 0.5,1441998074012024563725737147226929701163051738616,371591821625166726613853158278384607871803201524
1102463209797783125282733392579005370720404020145-703354571316526670705826685636552632944029910339,2348.0,fin_count > 0.5,Class DoS/DDoS,1102463209797783125282733392579005370720404020145,703354571316526670705826685636552632944029910339
232471171496965278670239735263264724812388216587-622666970840200344191566336878595586235437997465,2363.0,Tot size <= 92.6,HTTPS > 0.15,232471171496965278670239735263264724812388216587,622666970840200344191566336878595586235437997465
341229906854321590164057706723530186765515835426-395553839061760183450769792032050296186856610739,2363.0,Min <= 786.0,HTTP <= 0.25,341229906854321590164057706723530186765515835426,395553839061760183450769792032050296186856610739
612539620358672076897566158135546820227928190589-1106208575857103525639177361189982018872780416326,2363.0,Min > 57.5,Tot sum > 639.0,612539620358672076897566158135546820227928190589,1106208575857103525639177361189982018872780416326
1106208575857103525639177361189982018872780416326-1342412290037990275801029368844730198597963714935,2363.0,Tot sum > 639.0,ICMP <= 0.05,1106208575857103525639177361189982018872780416326,1342412290037990275801029368844730198597963714935
880098917183594222002260548128829020659899940427-854737470679532947107657314026081295833069183844,2363.0,IAT <= 0.04,UDP <= 0.14,880098917183594222002260548128829020659899940427,854737470679532947107657314026081295833069183844
281377077607284898538664687494022656661413605293-313966293707852304271238602452879935845810138389,2363.0,Variance <= 92557.64,Class Benign,281377077607284898538664687494022656661413605293,313966293707852304271238602452879935845810138389
960204804290866912202461537498692335600870319897-844911967272613826591924016364646972616501644298,2365.0,Tot sum > 35794.0,Max <= 8369.0,960204804290866912202461537498692335600870319897,844911967272613826591924016364646972616501644298
844911967272613826591924016364646972616501644298-1191548126855183117026812200425042075474859640510,2365.0,Max <= 8369.0,ack_flag_number <= 1.0,844911967272613826591924016364646972616501644298,1191548126855183117026812200425042075474859640510
1191548126855183117026812200425042075474859640510-703354571316526670705826685636552632944029910339,2365.0,ack_flag_number <= 1.0,Class DoS/DDoS,1191548126855183117026812200425042075474859640510,703354571316526670705826685636552632944029910339
975524105111316058055353624768463829073713361696-1283991082173772016518065909568524892283508500682,2392.0,Min <= 77.0,HTTPS <= 0.0,975524105111316058055353624768463829073713361696,1283991082173772016518065909568524892283508500682
1283991082173772016518065909568524892283508500682-703354571316526670705826685636552632944029910339,2392.0,HTTPS <= 0.0,Class DoS/DDoS,1283991082173772016518065909568524892283508500682,703354571316526670705826685636552632944029910339
973560185652923633558202018993356923804493848003-515726689223306649845658265472094983740505059862,2479.0,ack_flag_number > 0.59,AVG <= 593.51,973560185652923633558202018993356923804493848003,515726689223306649845658265472094983740505059862
515726689223306649845658265472094983740505059862-703354571316526670705826685636552632944029910339,2479.0,AVG <= 593.51,Class DoS/DDoS,515726689223306649845658265472094983740505059862,703354571316526670705826685636552632944029910339
666179399781949004947332462038171845488893058518-1201839425245329478570475159940823220330920583566,2519.0,AVG <= 515.7,UDP > 0.97,666179399781949004947332462038171845488893058518,1201839425245329478570475159940823220330920583566
666179399781949004947332462038171845488893058518-69835040025580699091582929884945651255745658196,5419.0,AVG <= 515.7,UDP <= 0.97,666179399781949004947332462038171845488893058518,69835040025580699091582929884945651255745658196
1201839425245329478570475159940823220330920583566-741153011582869714873084406512034323273068316360,2519.0,UDP > 0.97,Rate > 3145.84,1201839425245329478570475159940823220330920583566,741153011582869714873084406512034323273068316360
741153011582869714873084406512034323273068316360-328841072803826724837110389485312510194016552872,2519.0,Rate > 3145.84,Class Spoofing,741153011582869714873084406512034323273068316360,328841072803826724837110389485312510194016552872
1283157300508050323013809171883556607780373106600-67205272051125165186951376074651752795823479906,2558.0,Time_To_Live > 61.78,Std > 4.43,1283157300508050323013809171883556607780373106600,67205272051125165186951376074651752795823479906
1283157300508050323013809171883556607780373106600-1216489113853753915604628974778656984209918368728,14784.0,Time_To_Live > 61.78,Std <= 4.43,1283157300508050323013809171883556607780373106600,1216489113853753915604628974778656984209918368728
67205272051125165186951376074651752795823479906-977723732207961979164288775723787702930984386820,2558.0,Std > 4.43,Variance > 19.97,67205272051125165186951376074651752795823479906,977723732207961979164288775723787702930984386820
977723732207961979164288775723787702930984386820-710636389650206056198304914971118465150447953773,2558.0,Variance > 19.97,Max > 195.5,977723732207961979164288775723787702930984386820,710636389650206056198304914971118465150447953773
710636389650206056198304914971118465150447953773-1143980720523680101460713612878190184461508651473,2558.0,Max > 195.5,Number > 62.0,710636389650206056198304914971118465150447953773,1143980720523680101460713612878190184461508651473
1143980720523680101460713612878190184461508651473-703354571316526670705826685636552632944029910339,2558.0,Number > 62.0,Class DoS/DDoS,1143980720523680101460713612878190184461508651473,703354571316526670705826685636552632944029910339
818077061849896056661990455555440447663154144039-1065678358868830613118634470078609803156730625463,2691.0,Protocol Type <= 11.5,Min > 59.0,818077061849896056661990455555440447663154144039,1065678358868830613118634470078609803156730625463
818077061849896056661990455555440447663154144039-703354571316526670705826685636552632944029910339,10049.0,Protocol Type <= 11.5,Class DoS/DDoS,818077061849896056661990455555440447663154144039,703354571316526670705826685636552632944029910339
1287212664407640669162129149148787634517421767935-1216656226668550951453257253303810218334859091054,2705.0,psh_flag_number > 0.1,ack_count > 12.5,1287212664407640669162129149148787634517421767935,1216656226668550951453257253303810218334859091054
1216656226668550951453257253303810218334859091054-703354571316526670705826685636552632944029910339,2705.0,ack_count > 12.5,Class DoS/DDoS,1216656226668550951453257253303810218334859091054,703354571316526670705826685636552632944029910339
1178346501042903603685888066771216345446795210129-1049308223139374455056156438453340037531020795440,2719.0,UDP > 0.75,Tot sum > 609.5,1178346501042903603685888066771216345446795210129,1049308223139374455056156438453340037531020795440
1049308223139374455056156438453340037531020795440-783867881833598900577405146546009793642425438522,2719.0,Tot sum > 609.5,Max <= 1274.0,1049308223139374455056156438453340037531020795440,783867881833598900577405146546009793642425438522
783867881833598900577405146546009793642425438522-1065678358868830613118634470078609803156730625463,2719.0,Max <= 1274.0,Min > 59.0,783867881833598900577405146546009793642425438522,1065678358868830613118634470078609803156730625463
1443938865280111957689155697521086135929227929716-297935284819783291026583786906335024192044226889,2719.0,Tot sum > 1377.0,psh_flag_number <= 0.06,1443938865280111957689155697521086135929227929716,297935284819783291026583786906335024192044226889
297935284819783291026583786906335024192044226889-383116836596496468262090029448909352167655453320,2719.0,psh_flag_number <= 0.06,Class Reconnaissance,297935284819783291026583786906335024192044226889,383116836596496468262090029448909352167655453320
662564091846865226614315628924945971397979328296-695308908941315970274590391232864677644860852080,2809.0,Rate <= 3182.08,Header_Length > 28.2,662564091846865226614315628924945971397979328296,695308908941315970274590391232864677644860852080
695308908941315970274590391232864677644860852080-576098142795445991198676559136888773589592364687,2809.0,Header_Length > 28.2,Number <= 12.0,695308908941315970274590391232864677644860852080,576098142795445991198676559136888773589592364687
576098142795445991198676559136888773589592364687-522296290625812105210965960736507767100196631621,5705.0,Number <= 12.0,ack_count > 0.5,576098142795445991198676559136888773589592364687,522296290625812105210965960736507767100196631621
900447062492459457955238210065352270538849298598-371591821625166726613853158278384607871803201524,2896.0,Variance <= 534782.66,fin_count <= 0.5,900447062492459457955238210065352270538849298598,371591821625166726613853158278384607871803201524
1209939404480133779835797991547514822344758955278-576098142795445991198676559136888773589592364687,2896.0,Header_Length <= 28.2,Number <= 12.0,1209939404480133779835797991547514822344758955278,576098142795445991198676559136888773589592364687
464462760819080325052423935384869207843731932912-313966293707852304271238602452879935845810138389,2896.0,Rate <= 214.21,Class Benign,464462760819080325052423935384869207843731932912,313966293707852304271238602452879935845810138389
1300558834465352034371393236901202719107082230798-703354571316526670705826685636552632944029910339,2937.0,TCP <= 0.3,Class DoS/DDoS,1300558834465352034371393236901202719107082230798,703354571316526670705826685636552632944029910339
1419168125538624078599657756977532058827999042450-703354571316526670705826685636552632944029910339,7449.0,ARP > 0.0,Class DoS/DDoS,1419168125538624078599657756977532058827999042450,703354571316526670705826685636552632944029910339
1341094497353571418319768081553120496649707545523-1138053261661479461510748557912526932048895916681,3019.0,Header_Length <= 21.18,Max > 655.5,1341094497353571418319768081553120496649707545523,1138053261661479461510748557912526932048895916681
1341094497353571418319768081553120496649707545523-1422903831267254838319679233631999844356305844515,19121.0,Header_Length <= 21.18,Max <= 655.5,1341094497353571418319768081553120496649707545523,1422903831267254838319679233631999844356305844515
1138053261661479461510748557912526932048895916681-365011058872607914143006638605133985106246786905,3019.0,Max > 655.5,UDP <= 0.59,1138053261661479461510748557912526932048895916681,365011058872607914143006638605133985106246786905
365011058872607914143006638605133985106246786905-390617425911578969969008717168999866776748399131,3019.0,UDP <= 0.59,Max > 1505.0,365011058872607914143006638605133985106246786905,390617425911578969969008717168999866776748399131
390617425911578969969008717168999866776748399131-1077132718344370919309779171468850985364783821703,3019.0,Max > 1505.0,ack_flag_number <= 0.63,390617425911578969969008717168999866776748399131,1077132718344370919309779171468850985364783821703
1077132718344370919309779171468850985364783821703-729934659361728954644399723536945985335308612549,3019.0,ack_flag_number <= 0.63,Time_To_Live <= 87.6,1077132718344370919309779171468850985364783821703,729934659361728954644399723536945985335308612549
729934659361728954644399723536945985335308612549-703354571316526670705826685636552632944029910339,3019.0,Time_To_Live <= 87.6,Class DoS/DDoS,729934659361728954644399723536945985335308612549,703354571316526670705826685636552632944029910339
1181363647866021518916616016321270404391676421869-522296290625812105210965960736507767100196631621,3034.0,Number > 27.5,ack_count > 0.5,1181363647866021518916616016321270404391676421869,522296290625812105210965960736507767100196631621
1181363647866021518916616016321270404391676421869-1324371470327791779098880434634111243200462776602,4154.0,Number > 27.5,ack_count <= 0.5,1181363647866021518916616016321270404391676421869,1324371470327791779098880434634111243200462776602
1284953019999077639689787687065846909638350406130-1099727549522855783864797575311522371614377295046,3082.0,Tot size <= 1541.55,HTTPS > 0.1,1284953019999077639689787687065846909638350406130,1099727549522855783864797575311522371614377295046
